token,count,trait,canonical,how,examples
漿果狀核果,3,,,UNMAPPED,臺灣葉長花|臺灣葉長花|臺灣葉長花
濃郁氣味,3,,,UNMAPPED,山黃皮|番仔香草|過山香
濃郁香氣,3,,,UNMAPPED,夜來香|紫羅蘭|風信子
灰白色絨毛,3,,,UNMAPPED,海南槐樹|瘤冠麻|蘭嶼苧麻
灰白色葉面,3,,,UNMAPPED,海埔姜|蔓荊|櫧葉石櫟
灰色絨毛,3,,,UNMAPPED,三斗石櫟|阿里山紅肉杜|硬斗石櫟
灰褐色短毛幼枝,3,,,UNMAPPED,野牡丹葉桂皮|野桂皮|華南桂
灰褐色絨毛,3,,,UNMAPPED,夜合樹|雲山稠|毽子櫟
無花瓣,3,,,UNMAPPED,巴西橡皮|巴西橡膠樹|紅肉橙楠
熱帶分布,3,,,UNMAPPED,千金不藤|水芫花|臺灣魚藤
牙齒緣,3,,,UNMAPPED,玉蕊|細葉棋盤腳樹|穗花棋盤腳樹
牧草,3,,,UNMAPPED,南投山螞蝗|營多山螞蝗|營多藤
猩紅色花,3,,,UNMAPPED,火燄木|烏來杜鵑|陵苕
球狀花序,3,,,UNMAPPED,避火樹|繡球花|偃柏
環紋,3,,,UNMAPPED,印度酒椰子|俾斯麥櫚|黃椰子
甜美香氣,3,,,UNMAPPED,鐵炮百合|小蒼蘭|中國水仙
略球形堅果,3,fruit_shape,globose,rule:fruit,大葉杜仔|大葉校栗|川上氏石櫟
畸形稈,3,,,UNMAPPED,佛肚竹|結頭竹|葫蘆竹
疏鋸齒葉緣,3,leaf_margin,serrate,rule:margin,紫絨藤|青紫木|金紅花
瘤狀凸起,3,,,UNMAPPED,丹荔|火山|荔支
瘦果橫截面三角形,3,,,UNMAPPED,異花莎草|擬毛軸莎草|針藺屬
白色斑點果實,3,,,UNMAPPED,木蓮|風不動|涼粉子
白色管狀花,3,,,UNMAPPED,擎天鳳梨|綠之鈴|野蕎麥
白色鐘形花冠,3,,,UNMAPPED,臺灣牛奶菜|臺灣牛奶菜|萬桃花
皮根,3,,,UNMAPPED,杏葉石櫟|苦扁桃葉石櫟|校力
皿形殼斗,3,,,UNMAPPED,杜仔|東南石櫟|短尾尾石櫟
皿狀殼斗,3,,,UNMAPPED,大葉杜仔|大葉校栗|川上氏石櫟
盆栽植物,3,,,UNMAPPED,仙克來|報春花|羽裂福祿桐
盾形葉片,3,,,UNMAPPED,流血樹|橙桐|橙欄
睡眠運動,3,,,UNMAPPED,紫葉酢漿草|紫花酢漿草|白頭翁
短喙,3,,,UNMAPPED,白樹|烏雞母|葉下白
短突尖,3,,,UNMAPPED,爪哇蒲桃|洋蒲桃|蓮霧
短繖房花序,3,inflorescence,corymb,rule:infl,毛冬青|密毛冬青|密毛假黃楊
種子歪斜,3,,,UNMAPPED,土杉|埔里百日青|桃實百日青
種子被紅色肉質假種皮包裹,3,leaf_texture,succulent,rule:texture,南洋紅豆杉|南洋紅豆杉|南洋紅豆杉
種齒緣,3,,,UNMAPPED,朱槿|佛桑|扶桑
突尖,3,,,UNMAPPED,大果油麻藤|血藤|長萊油麻藤
節環顯著,3,,,UNMAPPED,扇芭蕉|菁仔|檳榔
節間生根,3,,,UNMAPPED,南美蟛蜞菊|馬鞍藤|蔓性冷水花
節間膨脹,3,,,UNMAPPED,佛肚竹|結頭竹|葫蘆竹
節間長15-30公分,3,,,UNMAPPED,孝順竹|掃把竹|觀音竹
粉白色背面,3,,,UNMAPPED,白背黃肉楠|老鼠連枝|錐果櫟
粉紅色花心,3,,,UNMAPPED,玉蝶梅|毬蘭|櫻蘭
粗圓齒緣,3,,,UNMAPPED,亞洲濱棗|蛇藤|菲律賓火筒樹
粗糙樹皮,3,,,UNMAPPED,朴子樹|沙朴|沙楠子樹
精油,3,,,UNMAPPED,冬青油樹|白珠樹|鹽擦草
紅假種皮,3,,,UNMAPPED,大實肉豆蔻|卵果肉豆蔻|臺灣肉豆蔻
紅暈,3,,,UNMAPPED,忍冬|金銀花|苦榔子
紅皮,3,,,UNMAPPED,赤血仔|紅皮|栓葉安息香
紅紫色花瓣,3,,,UNMAPPED,五指柑|五指香櫞|佛手柑
紅色,3,,,UNMAPPED,帝汶異木患|紅珠水木|蔓竹杞
紅色腺點,3,,,UNMAPPED,千金拔|玉山糯米樹|佛來明豆
紅色莖,3,,,UNMAPPED,洛神葵|羅濟落|紅辣蓼
紅色葉柄,3,,,UNMAPPED,圓葉血桐|椿芽|華八角楓
紅萼,3,,,UNMAPPED,粉玉葉金花|粉葉金花|臭梧桐
紅褐色樹皮,3,,,UNMAPPED,南方紅豆杉|南洋紅豆杉|樹蘭
紅黑色種子,3,,,UNMAPPED,相思子|雞母珠|雞母真珠
紫紅色花朵,3,,,UNMAPPED,木藍|白蝴蝶|美麗胡枝子
紫紅色蒴果,3,,,UNMAPPED,大丁黃|常春衛矛|疏花衛矛
紫色花朵,3,,,UNMAPPED,紫藤|鴨舌草|玉龍草
紫黑色果皮,3,,,UNMAPPED,小果山龍眼|狐狸尾|紅葉樹
細脈紋,3,,,UNMAPPED,思仔|烏來柯|鱗苞栲
細脈網狀,3,,,UNMAPPED,白木漿果|珍珠蓮|網脈酸藤子
細腺狀鋸齒緣,3,leaf_margin,serrate,rule:margin,枇杷葉紫珠|長葉紫珠|鬼紫珠
細鈍鋸齒緣葉緣,3,leaf_margin,serrate,rule:margin,小花鼠刺|山芥菜|阿里山鼠刺
細長下垂枝條,3,,,UNMAPPED,小柳|柳|楊柳
細長圓柱狀蓇葖果,3,,,UNMAPPED,牛碲藤|白葉藤|隱鱗藤
細齒緣,3,,,UNMAPPED,大赦婆榕|俾斯麥櫚|霸王椰子
絨毛背面,3,,,UNMAPPED,山棯|水刀蓮|桃金孃
絹毛萼片,3,,,UNMAPPED,大眼藍|黃野百合|豬屎豆
絹質種髮,3,,,UNMAPPED,大錦蘭|同心結|臺灣鱔藤
經濟栽培,3,,,UNMAPPED,樟梨|白蘭花|白蘭花
綠肥植物,3,,,UNMAPPED,印度麻|南投山螞蝗|菽麻
線形蓇葖果,3,,,UNMAPPED,玉蝶梅|櫻蘭|愛之蔓
線形裂片,3,,,UNMAPPED,亞力山大椰子|黃椰子|假吐金菊
線狀匙形,3,,,UNMAPPED,山相思|車閂子|坡柳
線狀鐮形小葉,3,,,UNMAPPED,大葉山扁豆|山扁豆|鵝鑾鼻決明
縱向剝落皮,3,,,UNMAPPED,白交力|南投石櫟|黃肉杜
縱向深溝裂幹皮,3,,,UNMAPPED,黃山松|黃山松|黃山松
縱向縫裂,3,,,UNMAPPED,木賊葉木麻黃|烏皮茶|榻捷木
縱條紋,3,,,UNMAPPED,冇桂|厚殼桂|黃金間碧竹
總狀聚繖花序,3,,,UNMAPPED,臺灣杯冠藤|臺灣白薇|臺灣白薇
總狀花序/繖房花序,3,inflorescence,corymb,rule:infl,白其春|黃豆樹|蕃婆樹
纏繞性,3,,,UNMAPPED,忍冬|金銀花|鹿藿
缺乏生態習性描述,3,,,UNMAPPED,濱榕|盤腺蓼|多果雞爪草
翼瓣,3,,,UNMAPPED,山葛|湯氏葛藤|臺灣葛藤
耐旱性強,3,,,UNMAPPED,千日紅|櫟屬|小葉朴
耐潮風,3,,,UNMAPPED,濱環蕊棗|鐵色|鐵色樹
耐火,3,,,UNMAPPED,東埔羅瑞草|栓皮櫟|校力
耐熱性,3,,,UNMAPPED,天使花|芳香萬壽菊|彩葉草
耐腐朽性,3,,,UNMAPPED,反刺櫧|甜櫧|甜櫧栲
耐蔭,3,,,UNMAPPED,琉球山螞蝗|密毛粗葉木|斜基粗葉木
耐陰性強,3,,,UNMAPPED,大果木棉樹|南洋土豆|馬拉巴栗
耐鹽風,3,,,UNMAPPED,刺桐|黃脈刺桐|雞公樹
聚合果實,3,,,UNMAPPED,恆春木蘭|恆春厚朴|麵包樹
肉質副花肉,3,leaf_texture,succulent,rule:texture,羊角藤|武靴藤|匙羹根藤
肉質小枝,3,leaf_texture,succulent,rule:texture,鹿角樹|緬梔|雞蛋花
肉質花盤,3,leaf_texture,succulent,rule:texture,天腳板|桃葉珊瑚|棗
肥厚葉片,3,,,UNMAPPED,石蓮花|沙漠玫瑰|袋鼠花
背面粉白,3,,,UNMAPPED,水柳|虎皮斑木薑子|朝鮮木薑子
脣形花,3,,,UNMAPPED,嫣紅蔓|尖尾鳳|紅蝦花
腋生聚繖花序,3,,,UNMAPPED,尖尾葉鼠李|臺灣牛奶菜|臺灣牛奶菜
腎形托葉,3,,,UNMAPPED,毛水錦樹|水錦樹|紅木
腺果,3,,,UNMAPPED,腺果水冬瓜|腺果藤|避霜花
腺狀花盤,3,,,UNMAPPED,西施花|阿里山杜鵑|青紫花
腺體萼片,3,,,UNMAPPED,牛牽藤|虎尾藤|風箏果
腺點果實,3,,,UNMAPPED,東方紫金牛|裡菫紫金牛|齒托
臘質白粉,3,,,UNMAPPED,美人蕉|銀波錦|朧月
船形總苞,3,,,UNMAPPED,扇芭蕉|旅人木|旅人蕉
芒齒緣,3,,,UNMAPPED,毛竹|孟宗竹|茅茹竹
花序呈葇荑狀,3,,,UNMAPPED,楊梅科|楊柳科|楊梅科
花序無苞片,3,,,UNMAPPED,碎米薺屬|葶藶屬|碎米薺屬
花盤,3,,,UNMAPPED,山車|烏樆樹|華八角楓
芳香果實,3,,,UNMAPPED,番荔枝|番荔枝|番荔枝
莖不規則羽狀分枝,3,,,UNMAPPED,鹿兒島耳葉蘚|太平山耳葉蘚|瓦氏指葉蘚
菱形小葉,3,,,UNMAPPED,三葉五加|梯枯|深山懸鉤子
菱狀三角蒴果,3,,,UNMAPPED,青珊瑚|綠玉樹|綠珊瑚
菱狀披針形,3,,,UNMAPPED,毛果柃木|紫花山螞蝗|菱葉柃木
萌芽性強,3,,,UNMAPPED,扶桑|刺籬木|八角仔
萼片4枚,3,,,UNMAPPED,常山尼|華八仙花|羅比八仙花
落葉灌木或喬木,3,,,UNMAPPED,楊柳科|楊柳科|榆科
葉片下表面中脈具倒鉤刺,3,,,UNMAPPED,高山蓼|宜蘭蓼|紅辣蓼
葉片常呈不規則捲曲,3,,,UNMAPPED,台灣蘇鐵|台灣蘇鐵|台灣蘇鐵
葉片浮於水面,3,,,UNMAPPED,睡蓮科|睡蓮科|蓴科
葉片被毛,3,,,UNMAPPED,毛葉鹽藻|無心菜|筷子芥屬
葉背細點,3,,,UNMAPPED,冬青葉桃仁|腺葉桂櫻|墨點櫻桃
葉鞘管狀平截形具緣毛,3,,,UNMAPPED,高山蓼|宜蘭蓼|紅辣蓼
蒼白色葉背,3,,,UNMAPPED,山雞椒|畢澄茄|椿木
蔓性灌木,3,,,UNMAPPED,翼核木|鵝掌筋|鷹爪花
蔓性莖,3,,,UNMAPPED,菜欒藤|虎爪豆|吊竹草
蔓莖,3,,,UNMAPPED,苦榔子|苦藍盤|許樹
藍綠色果實,3,,,UNMAPPED,牛屎烏|香菇柴|薯豆
藍色果實,3,,,UNMAPPED,四月雪|流蘇樹|鐵樹
藍色花冠,3,,,UNMAPPED,千金拔|佛來明豆|藍星花
藥用根,3,,,UNMAPPED,千金不藤|柿糊|密毛灰木
藥雄蕊5枚,3,,,UNMAPPED,白花羊蹄甲|馬蹄豆|寶花羊蹄甲
藥頂孔開裂,3,,,UNMAPPED,臺灣野牡丹藤|臺灣酸腳杆|蔓野牡丹
蘭嶼特有種,3,endemism,endemic,rule:endemism,橫脈榕|蘭嶼榕|蘭嶼羅漢松
蝎尾狀花序,3,,,UNMAPPED,冷飯藤|清飯藤|臺灣紫丹
覆蓋作物,3,,,UNMAPPED,葛根|葛麻藤|葛藤
角細胞微分化,3,,,UNMAPPED,安藤氏平梳苔|大灰苔|暗綠灰苔
豔麗花色,3,,,UNMAPPED,松葉牡丹|馬齒莧|翠菊
走莖繁殖,3,,,UNMAPPED,子持蓮華|小圓彤|吊蘭
輕白軟木材,3,,,UNMAPPED,江某|鴨母樹|鴨腳木
近全緣葉緣,3,leaf_margin,entire,rule:margin,山苦楝|白雞油|光臘樹
近頂生花,3,,,UNMAPPED,光葉茶梅|泛能高山茶|賽能高山茶
造林木,3,,,UNMAPPED,卡鄧伯木|黃梁木|團花
重構造材,3,,,UNMAPPED,三斗石櫟|赤皮杜仔|櫧葉石櫟
金黃色木材,3,,,UNMAPPED,金楠|霧社木薑子|霧社黃肉楠
金黃色毛絨,3,,,UNMAPPED,金斗櫟|紅校欑|捲斗櫟
針狀葉,3,,,UNMAPPED,厚殼仔|偃柏|松葉菊
鈍基,3,,,UNMAPPED,風不動|臺灣虎皮楠|酸葉藤
鈍形龍骨瓣,3,,,UNMAPPED,一條根|千斤拔|臭空仔
銀色鱗片,3,,,UNMAPPED,大白葉仔|柿糊|銀葉樹
銳尖小葉先端,3,,,UNMAPPED,合歡|火焰木|平伏莖白花菜
銳尖葉尖,3,,,UNMAPPED,白榕|孝順竹|觀音竹
銳形,3,,,UNMAPPED,狗骨柴|南蛇風|銳脈木薑子
銳端葉,3,,,UNMAPPED,西施花|阿里山杜鵑|青紫花
銳頭鈍腳,3,,,UNMAPPED,小西氏鐵樹|高山鐵樹|臺灣舖地蜈蚣
銳齒,3,,,UNMAPPED,太白山杭子梢|王蘭|刺葉王蘭
鋸齒葉緣,3,leaf_margin,serrate,strip:鋸齒,風鈴花|美人樹|蛤蟆秋海棠
長刺,3,,,UNMAPPED,白葉仔|直角莢迷|穗花山桐
長卵形葉形,3,,,UNMAPPED,粗糠殼|野迎春|蝦公鬚
長卵狀橢圓形,3,,,UNMAPPED,烏材|烏材柿|軟毛柿
長圓形,3,,,UNMAPPED,太白山杭子梢|印度膠樹|緬榕
長尾狀葉尖,3,,,UNMAPPED,卡氏櫧|杏葉石櫟|長梗山礬
長披針形葉形,3,,,UNMAPPED,苦扁桃葉石櫟|華露兜|露兜
長漸尖,3,,,UNMAPPED,尖葉柃木|臭馬比木|菲律賓火筒樹
長筒狀花冠,3,,,UNMAPPED,金雞納樹|雜種金雞納|倒地蜈蚣
長萼片,3,,,UNMAPPED,扇芭蕉|旅人木|旅人蕉
闊三角形托葉,3,,,UNMAPPED,水金京|水金定|假雞納樹
闊倒卵形葉,3,,,UNMAPPED,海岸桐|葛塔德木|欖仁舅
闊卵形葉片,3,,,UNMAPPED,攀支|紅花野牽牛|垂果瓜
闊心形葉形,3,,,UNMAPPED,海葡萄|海葡萄|海葡萄
闊披針形,3,,,UNMAPPED,小槐花|珍珠蓮|琉球山螞蝗
闊披針形花片,3,,,UNMAPPED,拎樹龍|匍匐九節|風不動藤
闊銳基,3,,,UNMAPPED,山薔薇|野薔薇|霧社山薔薇
陀螺狀果實,3,,,UNMAPPED,阿里山青棉花|青棉花|麥克榕
附生植物,3,,,UNMAPPED,石斛蘭|鯨魚花|檜葉寄生
陽性植物,3,,,UNMAPPED,梵天花|野棉花|鐵色樹
雌雄同株異花,3,,,UNMAPPED,四季秋海棠|四季秋海棠|白苞猩猩草
雌雄同株花,3,reproductive_system,monoecious,strip:雌雄同株,皺桐|錫蘭葉下珠|蘭嶼土沈香
雙生果,3,,,UNMAPPED,山丹|紅繡球|賣子木
離生花瓣,3,,,UNMAPPED,小葉赤楠|小號犁頭樹|山烏珠
頂生花朵,3,,,UNMAPPED,山苺|恆春木蘭|瞿麥
頂翅種子,3,,,UNMAPPED,楓仔樹|楓香|楓樹
頂苞覆蓋,3,,,UNMAPPED,正榕|烏松|榕樹
香花,3,,,UNMAPPED,茉莉花|梔子花|馬茶花
高海拔分布,3,,,UNMAPPED,毛蕊木|赤柯|山薺屬
髮狀種子,3,,,UNMAPPED,雨師|紅筋條|檉
魚藤酮,3,,,UNMAPPED,魚藤|蕾藤|蕗藤
鳥食性,3,,,UNMAPPED,赤榕|鳥屎榕|鳥榕
黃色小花,3,,,UNMAPPED,小連翹|方莖金絲桃|小刺山柑
黃色花心,3,,,UNMAPPED,鹿角樹|緬梔|印度莕菜
黃色雄蕊,3,,,UNMAPPED,紫芳草|紫薇|瓊崖海棠
黃褐色柔毛,3,,,UNMAPPED,金楠|霧社木薑子|霧社黃肉楠
黑褐色種子,3,,,UNMAPPED,山漆|刺莧|煉莢豆
10裂花盤,2,,,UNMAPPED,檉柳|觀音柳
2回羽狀複葉,2,,,UNMAPPED,美洲含羞草|毛蕨
3-5出脈,2,,,UNMAPPED,華八角楓|華八角楓
3出脈,2,,,UNMAPPED,狗尾花|厚距花
3出複葉小葉基部具3淺裂或3深裂,2,leaf_margin,lobed,rule:margin,厚葉鐵線蓮|台灣鐵線蓮
4淺裂萼片,2,,,UNMAPPED,厚距花|厚距花
4裂萼片,2,,,UNMAPPED,虎夾|紅海欖
一等邊長橢圓形小葉,2,,,UNMAPPED,黃豆樹|蕃婆樹
三出葉,2,,,UNMAPPED,小螞蝗|蒜香藤
三叉分歧,2,,,UNMAPPED,海州常山|臭梧桐
三室蒴果,2,,,UNMAPPED,紅頭祼實|蘭嶼祼實
三疊輪生,2,leaf_arrangement,whorled,contains:輪生,香青|高山柏
三稜狀蒴果,2,,,UNMAPPED,非洲紅|紫錦木
三菱狀蒴果,2,,,UNMAPPED,崖花海桐|疏果海桐
三裂花柱,2,,,UNMAPPED,泛能高山茶|賽能高山茶
三裂葉或五裂葉,2,leaf_margin,lobed,rule:margin,香楓|楓香
三角狀卵形萼片,2,,,UNMAPPED,恆春懸鉤子|臺灣馬醉木
上位子房,2,,,UNMAPPED,酒瓶蘭|火焰木
下位剛毛具倒刺且長於瘦果,2,,,UNMAPPED,針藺|豬毛草
下位剛毛缺,2,,,UNMAPPED,莎草屬|小水莞
下垂小枝,2,,,UNMAPPED,長葉木麻黃|密花白飯樹
下垂雄花毬狀,2,,,UNMAPPED,白松柏|臺灣冷杉
不定芽,2,,,UNMAPPED,不死鳥|錦蝶
不對稱,2,,,UNMAPPED,朴樹|沙朴
不規則稜角種子,2,,,UNMAPPED,恆春木蘭|烏心石舅
不規則裂緣,2,,,UNMAPPED,酒椰子|叢立孔雀椰子
不進行世代交替,2,,,UNMAPPED,盾狀蕨藻|齒狀蕨藻齒狀變種
不開裂果實,2,,,UNMAPPED,過山龍|蟾蜍藤
中性/鹼性土壤,2,,,UNMAPPED,白合歡|銀合歡
中肋單一且延伸至葉尖,2,,,UNMAPPED,毛枝苔|絲瓜苔
中肋延伸至葉片長度的四分之三,2,,,UNMAPPED,毛扭粗苔|蔓苔
中肋延伸至葉長的三分之二處,2,,,UNMAPPED,刀葉樹平苔|異貓尾苔
中肋未達尖端,2,,,UNMAPPED,北方捲葉苔|變齒苔
中肋狹窄漸漸成翼部向腹面略突出沒有中心細胞束,2,,,UNMAPPED,苞片蘚Calycularia|苞片蘚
中肋達尖或微突尖,2,,,UNMAPPED,柱蒴立膜苔|東亞澤苔
中軸空虛,2,,,UNMAPPED,冇柑|廣東密柑
乳白色汁液,2,,,UNMAPPED,人心果|吳鳳柿
乳白色花冠,2,,,UNMAPPED,玉蕊|穗花棋盤腳樹
乳白色花瓣,2,,,UNMAPPED,濱玉蕊|毬蘭
乳突,2,,,UNMAPPED,毬蘭|櫻蘭
乳頭狀果頂,2,,,UNMAPPED,洋檸檬|檸檬
乳黃色花,2,,,UNMAPPED,小葉刺果衛矛|刺果衛矛
二列互生,2,leaf_arrangement,alternate,contains:互生,威氏帝杉|臺灣粗榧
二叉分歧聚繖花序,2,,,UNMAPPED,水筆仔|茄藤樹
二型花柱,2,,,UNMAPPED,北清香藤|清香藤
二氧化硫敏感,2,,,UNMAPPED,三年桐|桐子樹
二裂葉,2,leaf_margin,lobed,rule:margin,香港櫻花|艷紫荊
五出脈,2,,,UNMAPPED,白千層|野路葵
五深裂,2,,,UNMAPPED,冇打|臺灣赤楊葉
五瓣花冠,2,,,UNMAPPED,三年桐|非洲菫
五瓣雌花,2,,,UNMAPPED,四季秋海棠|四季秋海棠
五稜枝,2,,,UNMAPPED,大葉校栗|川上氏石櫟
五裂萼片,2,,,UNMAPPED,非洲欖仁樹|欖李
五裂葉,2,leaf_margin,lobed,rule:margin,木芙蓉|醉芙蓉
五裂葉片,2,leaf_margin,lobed,rule:margin,熊掌木|五爪木
五角形花盤,2,,,UNMAPPED,臺灣翼核果|翼核木
亞灌木狀,2,,,UNMAPPED,串心花|細葉金午時花
低海拔森林,2,,,UNMAPPED,多枝紫金牛|樹杞
低海拔闊葉林,2,,,UNMAPPED,山桂花|秀柱花
倒三角形子房,2,,,UNMAPPED,四季秋海棠|四季秋海棠
倒卵狀球形果實,2,fruit_shape,globose,rule:fruit,黃連茶|楷木
倒卵狀菱形葉形,2,,,UNMAPPED,苗栗冬青|蘭嶼玉心花
倒圓形果實,2,,,UNMAPPED,印度茴麻|磨仔盾草
倒圓形蒴果,2,,,UNMAPPED,冬葵子|磨盤草
倒圓錐形殼斗,2,,,UNMAPPED,煙斗石櫟|煙斗柯
倒披針形小葉,2,,,UNMAPPED,毒藤|蕾藤
假根位於腹葉基部,2,,,UNMAPPED,刺毛裂萼蘚|刺毛裂萼蘚
假蒴萼盤狀且緣有齒外圍有鱗片狀苞膜,2,,,UNMAPPED,苞片蘚Calycularia|苞片蘚
假鱗毛呈殼狀,2,,,UNMAPPED,南木苔|赤莖苔
側脈4對,2,,,UNMAPPED,臺灣白薇|臺灣白薇
側脈7-8對,2,,,UNMAPPED,構樹|穀
側脈不明顯,2,,,UNMAPPED,夜合樹|雲山稠
側脈直達葉緣,2,,,UNMAPPED,栓皮櫟|校力
優良木材,2,,,UNMAPPED,臺灣榆|櫸樹
先端下垂,2,,,UNMAPPED,扇葉葵|蒲葵
先端凸頭,2,,,UNMAPPED,煙斗石櫟|煙斗柯
先端圓鈍,2,,,UNMAPPED,化石樹|東埔羅瑞草
先端突尖,2,,,UNMAPPED,白肉榕|長葉木犀
先端葉細胞三角隅大而尖銳,2,,,UNMAPPED,堀川裂蘚|堀川裂蘚
先端銳尖,2,,,UNMAPPED,大葉杜仔|中原氏掌葉槭
先開花後長葉,2,,,UNMAPPED,金花石蒜|連翹
光滑表面,2,,,UNMAPPED,千金樹|硬桂
光澤葉,2,,,UNMAPPED,內冬子|羅浮柿
光迴運動,2,,,UNMAPPED,電信草|舞草
兔耳狀花瓣,2,,,UNMAPPED,仙克來|仙克來
內輪花被深裂幾達基部,2,,,UNMAPPED,落葵薯屬|落葵薯屬
全株被星狀絨毛,2,,,UNMAPPED,虱母子|野棉花
全株被絨毛,2,,,UNMAPPED,麒麟草|銀葉菊
全株被絹毛,2,,,UNMAPPED,水草|白水木
全緣/微波狀緣葉緣,2,leaf_margin,entire,rule:margin,海葡萄|海葡萄
全緣或微波狀緣葉緣,2,leaf_margin,entire,rule:margin,玉梅|海葡萄
全緣或淺缺刻葉緣,2,leaf_margin,entire,rule:margin,杜仔|短尾尾石櫟
全緣或疏鋸齒緣,2,leaf_margin,entire,rule:margin,巴西胡椒木|駁骨丹
全緣或疏鋸齒緣葉緣,2,leaf_margin,entire,rule:margin,鴨腳木|薄姜木
全緣或裂緣葉緣,2,leaf_margin,entire,rule:margin,水漆|麻瘋樹
全緣或齒緣葉,2,leaf_margin,entire,rule:margin,水草|草海桐
全緣葉片,2,leaf_margin,entire,strip:全緣,決明|辣椒
六片花瓣,2,,,UNMAPPED,香水百合|鷹爪花
具刺,2,surface_hair,spiny,direct,大金英|刺梨子
具有同型世代交替的生殖模式,2,,,UNMAPPED,緣乳節藻|角網藻
具有特殊香氣,2,,,UNMAPPED,茴香|蕺菜
具有獨特的花香,2,,,UNMAPPED,小花黃蓳|台灣黃蓳
具有獨特的葉片形態,2,,,UNMAPPED,紅豆杉屬|糙葉樹屬
具有重要的藥用價值,2,,,UNMAPPED,紅豆杉屬|漢防己
具有長走莖,2,,,UNMAPPED,鹼簣|水莎草
具有香氣,2,,,UNMAPPED,虎頭茉莉|醉蝶花
具灰色或黑色腺點,2,,,UNMAPPED,三腺金絲桃屬|三腺金絲桃屬
具翅果實,2,,,UNMAPPED,馬尼拉欖仁|翼核木
具翼種子,2,,,UNMAPPED,黃鐘花|藍花楹
具長走莖,2,,,UNMAPPED,單葉鹹草|擬毛軸莎草
冬季紅葉,2,,,UNMAPPED,欖仁|熊童子
冬季開花推論,2,,,UNMAPPED,瓜葉菊|中國桔梗
凹頭花瓣,2,,,UNMAPPED,油茶|茶子樹
刀劍狀莢果,2,,,UNMAPPED,黃鳳凰木|鳳凰木
分果片,2,,,UNMAPPED,印度茴麻|磨仔盾草
分果片具芒,2,,,UNMAPPED,冬葵子|磨盤草
分枝多,2,,,UNMAPPED,卡斯比亞|卡斯比亞
分泌無色黃色或白色汁液,2,,,UNMAPPED,胡桐屬|胡桐屬
分泌黃色汁液,2,,,UNMAPPED,福木屬|福木屬
分裂葉,2,leaf_margin,lobed,rule:margin,臺灣樹參|合果芋
刺尖葉先端,2,,,UNMAPPED,刺松|刺柏
刺激性氣味,2,,,UNMAPPED,五色梅|馬纓丹
刺狀小枝,2,,,UNMAPPED,刺祼實|萬桃花
刺狀毛緣,2,,,UNMAPPED,石竹|轎槓竹
剪裂托葉,2,leaf_margin,lobed,rule:margin,太平懸鉤子|梨葉懸鉤子
副花冠杯狀,2,,,UNMAPPED,臺灣白薇|臺灣白薇
副花冠肉質舌狀突起,2,leaf_texture,succulent,rule:texture,白首烏|耳葉牛皮消
劇毒,2,,,UNMAPPED,相思子|雞母真珠
匍匐狀,2,,,UNMAPPED,山扁豆|鵝鑾鼻決明
匍匐草本,2,,,UNMAPPED,黃細心屬|海馬齒屬
匙狀葉片,2,,,UNMAPPED,小毛氈苔|小毛氈苔
十字對生葉序,2,leaf_arrangement,opposite,contains:對生,許樹|香冠柏
十字形果鱗,2,,,UNMAPPED,黃肉仔|臺灣肖楠
半寄生,2,,,UNMAPPED,埔姜寄生|臺灣赤楊寄生
半寄生生活型,2,,,UNMAPPED,桑寄生科|桑寄生科
半球形果實,2,fruit_shape,globose,rule:fruit,馬桑繡球|高山藤繡球
半落性,2,,,UNMAPPED,山漆|臭辣樹
半蔓性枝條,2,,,UNMAPPED,藍雪花|熊掌木
卵圓形葉形,2,,,UNMAPPED,印度茴麻|磨仔盾草
卵形堅果,2,fruit_shape,ovoid,rule:fruit,烏來柯|淋漓
卵形榕果,2,fruit_shape,ovoid,rule:fruit,波葉山螞蝗|臺灣天仙果
卵形種子,2,,,UNMAPPED,石蓮子|南蛇竻
卵形至披針形葉,2,,,UNMAPPED,福祿考|貓鬚草
卵狀圓柱形雄花,2,,,UNMAPPED,台灣蘇鐵|台灣蘇鐵
卵狀披針形小葉,2,,,UNMAPPED,山葛|火焰木
卵狀橢圓形小葉,2,,,UNMAPPED,黃皮|平伏莖白花菜
卵狀漸尖形,2,,,UNMAPPED,革葉懸鉤子|新店懸鉤子
卵狀菱形葉片,2,,,UNMAPPED,南投山螞蝗|營多山螞蝗
卵狀長橢圓形葉形,2,,,UNMAPPED,三腳鱉|腺萼懸鉤子
卵球形果實,2,fruit_shape,globose,rule:fruit,宜梧|柿糊
卷鬚,2,,,UNMAPPED,多花獼猴桃|倒地鈴
原產台灣,2,,,UNMAPPED,山素英|白茉莉
原產地：印尼爪哇,2,,,UNMAPPED,白蘭花|白蘭花
原產於亞洲地區,2,,,UNMAPPED,沙楠子樹|小刺山柑
原產於呂宋島,2,,,UNMAPPED,呂宋青藤|呂宋青藤
原產澳洲,2,,,UNMAPPED,長葉木麻黃|銀木麻黃
原野/山坡分布,2,,,UNMAPPED,狐狸尾|貓尾草
叉枝寬6mm上部淺裂厚如水綿,2,,,UNMAPPED,臺灣角蘚|臺灣角蘚
叢狀互生,2,leaf_arrangement,alternate,contains:互生,毛里斯麻|臭萬年
叢生狀植株,2,leaf_arrangement,basal,contains:叢生,萬兩金|大豔紅赫蕉
可觀賞,2,,,UNMAPPED,棕竹|筋頭竹
